Rank	Player	Country	Min rating	Med rating	Max rating
953	multiplemulti	Japan	0.44	0.51	0.59
954	数学的パズドラPKD兼おがた	Japan	0.44	0.51	0.59
955	わた	Japan	0.44	0.61	0.86
956	Nutz	Japan	0.44	0.60	0.83
957	Gongon	Japan	0.44	0.69	1.09
958	いっせこ	Japan	0.43	0.58	0.77
959	Dorothy	Korea	0.43	0.57	0.74
960	bami	Japan	0.43	0.47	0.50
961	Floflo	France	0.43	0.78	1.41
962	HRK	Japan	0.43	0.50	0.59
963	mochio	Japan	0.43	0.59	0.83
964	あこるん	Japan	0.43	0.49	0.57
965	クレス	Japan	0.42	0.50	0.60
966	カバうん	Japan	0.42	0.62	0.92
967	まとも	Japan	0.42	0.48	0.56
968	ライト	Japan	0.42	0.78	1.46
969	にしべ	Japan	0.41	0.69	1.14
970	tty	Japan	0.41	0.76	1.41
971	みしま	Japan	0.41	0.71	1.24
972	とと	Japan	0.41	0.56	0.77
973	mini	Japan	0.41	1.03	2.62
974	Gruffin	United Kingdom	0.41	0.54	0.73
975	ふーはい	Japan	0.40	0.56	0.79
976	シエル	Japan	0.40	0.45	0.51
977	Death-Cute	Japan	0.40	0.64	1.02
978	misa	Japan	0.40	0.56	0.77
979	謳歌	Japan	0.40	0.50	0.64
980	キキーモラの怨念	Japan	0.40	0.58	0.84
981	ななし	Japan	0.40	0.61	0.93
982	T2	Japan	0.40	0.62	0.95
983	sho1	Japan	0.40	0.48	0.58
984	ろくえん	Japan	0.40	0.60	0.91
985	puyosato	Japan	0.39	0.44	0.49
986	あにあに	Japan	0.39	0.74	1.38
987	happinessbird	Japan	0.39	0.70	1.26
988	メリーさん	Japan	0.39	0.42	0.45
989	さぶろう	Japan	0.39	0.62	0.99
990	ことら	Japan	0.39	0.44	0.50
991	こーりみ	Japan	0.39	0.60	0.93
992	omege	France	0.39	0.43	0.48
993	AinoWhite	France	0.39	0.41	0.43
994	けい	Japan	0.39	0.65	1.10
995	DogResidue	USA	0.39	0.54	0.76
996	みんみ	Japan	0.38	0.72	1.33
997	松吉	Japan	0.38	0.54	0.75
998	Tronconneuse	France	0.38	0.39	0.41
999	ふじいんく	Japan	0.38	0.41	0.44
1000	ぼたもち	Japan	0.38	0.51	0.68
1001	しーふ	Japan	0.38	0.54	0.76
1002	そこなしフラスコたぐっちー	Japan	0.38	0.52	0.71
1003	🦑いかめα	Japan	0.38	1.18	3.66
1004	みずかがみ	Japan	0.38	0.77	1.59
1005	みーくん	Japan	0.37	0.47	0.60
1006	K	Japan	0.37	0.56	0.85
1007	おでん	Japan	0.37	0.52	0.73
1008	ミント	Japan	0.37	0.55	0.83
1009	スフィンくん	Japan	0.37	0.77	1.60
1010	q	Japan	0.37	0.53	0.76
1011	ウクラ	Japan	0.37	0.71	1.36
1012	カラベル	Japan	0.37	0.73	1.46
1013	ccc	France	0.36	0.38	0.39
1014	Lunard8128	France	0.36	0.38	0.40
1015	わひん	Japan	0.36	0.42	0.50
1016	かにやまかにお	Japan	0.36	0.42	0.50
1017	ナイアガラの滝	Japan	0.36	0.78	1.70
1018	HaTo	Japan	0.36	0.40	0.45
1019	Oa	Japan	0.36	1.17	3.84
1020	Douxy	France	0.35	0.36	0.38
1021	tofuyifu	Taiwan	0.35	0.58	0.96
1022	ことみ(ღ'ᴗ'ღ)	Japan	0.35	0.74	1.58
1023	イワシナ	Japan	0.35	0.39	0.44
1024	DFM(Spica)	Japan	0.35	0.43	0.52
1025	Le_Gibier_Farceur	France	0.35	0.56	0.90
1026	JThePilot	Ireland	0.34	0.52	0.80
1027	やしけんっ	Japan	0.34	0.46	0.63
1028	びびあな	Japan	0.34	0.65	1.24
1029	へそぷよ	Japan	0.34	0.89	2.35
1030	あご	Japan	0.33	0.52	0.81
1031	sakasaonna	Japan	0.33	0.36	0.38
1032	suntsun	France	0.33	0.46	0.64
1033	てりあす	Japan	0.33	0.47	0.68
1034	StrangeKlug17	United Kingdom	0.33	0.44	0.59
1035	Level_Select	USA	0.33	0.40	0.48
1036	ソリスト	Japan	0.33	0.44	0.59
1037	みゅんす	Japan	0.33	0.48	0.69
1038	RITZa	Japan	0.33	0.53	0.87
1039	トラブルレイチェル	Japan	0.32	0.40	0.50
1040	quappo	USA	0.32	0.35	0.39
1041	Carmel	Japan	0.32	0.46	0.66
1042	あ～ちゃん	Japan	0.32	0.52	0.84
1043	レキ	Japan	0.32	0.50	0.79
1044	ゲストCもち	Japan	0.32	0.37	0.42
1045	Mare♪	Japan	0.31	0.36	0.42
1046	るくさん	Japan	0.31	0.63	1.26
1047	TinkFloyd	Australia	0.31	0.35	0.39
1048	FrootyRam'n	USA	0.31	0.48	0.76
1049	Cakee	Switzerland	0.30	0.76	1.92
1050	にこる	Japan	0.30	0.53	0.94
1051	かげつ	Japan	0.30	0.67	1.50
1052	Elu	USA	0.30	0.44	0.63
1053	PuffaLogic	USA	0.30	0.35	0.42
1054	t-mori(っ´∀`)っ	Japan	0.29	0.86	2.49
1055	しりょ	Japan	0.29	0.42	0.59
1056	まいとん	Japan	0.29	0.36	0.43
1057	kamayan	Japan	0.28	0.36	0.47
1058	Ahricola	France	0.28	0.30	0.33
1059	ねんぶつ	Japan	0.28	0.40	0.56
1060	Keyronn	Switzerland	0.28	0.29	0.30
1061	こうた	Japan	0.28	0.64	1.45
1062	TTY	Japan	0.28	0.40	0.58
1063	しゅうてんどうじ	Japan	0.28	0.52	0.97
1064	くれ	Japan	0.27	0.35	0.44
1065	Havven_Bee	France	0.27	0.28	0.28
1066	きょうちゃん	Japan	0.27	0.33	0.40
1067	べんぜん	Japan	0.27	0.39	0.56
1068	へるまん	Japan	0.27	0.38	0.54
1069	SonoHedge	United Kingdom	0.27	0.36	0.49
1070	りげるん	Japan	0.26	0.44	0.72
1071	（まωる）	Japan	0.26	0.61	1.45
1072	Ouka	Japan	0.26	0.42	0.68
1073	Kiyobi	USA	0.26	0.33	0.43
1074	kmnsxr	Japan	0.26	0.34	0.45
1075	omoknoon	Korea	0.26	0.34	0.45
1076	田中さん	Japan	0.26	0.42	0.68
1077	エクレア	Japan	0.25	0.47	0.85
1078	さざんくろす☆	Japan	0.25	0.32	0.40
1079	ハロキャット	Japan	0.25	0.83	2.74
1080	れな	Japan	0.25	0.35	0.49
1081	puyona	Japan	0.25	0.87	3.03
1082	るびすこ	Japan	0.25	1.05	4.51
1083	tonney7	USA	0.25	0.31	0.39
1084	Shinmei971	France	0.25	0.25	0.26
1085	Alexis	France	0.24	0.25	0.25
1086	みゅんすたー	Japan	0.24	0.31	0.39
1087	やすぷよさん	Japan	0.24	0.40	0.66
1088	ししゃも	Japan	0.24	0.28	0.33
1089	メガヤマリュウ	Japan	0.24	0.32	0.44
1090	minior	USA	0.24	0.31	0.42
1091	roux	Japan	0.23	0.34	0.49
1092	ニコニコ	Japan	0.23	0.73	2.25
1093	キルミーしぶや	Japan	0.23	0.36	0.55
1094	りつき	Japan	0.23	0.33	0.48
1095	Crashdown	France	0.23	0.37	0.59
1096	necro-taibou	Japan	0.23	0.66	1.94
1097	夢乃名菓	Japan	0.23	0.26	0.31
1098	Aloner	Taiwan	0.23	0.41	0.73
1099	まおちゃん	Japan	0.22	0.40	0.72
1100	Lacter	Korea	0.22	0.30	0.39
1101	Keiko	United Kingdom	0.22	0.28	0.34
1102	A3r1uS	France	0.22	0.31	0.42
1103	さえ	Japan	0.22	0.27	0.32
1104	gengen	Japan	0.22	0.43	0.83
1105	ホームレスにーと	Japan	0.22	0.29	0.39
1106	つよぽん	Japan	0.22	0.42	0.81
1107	ロリロリアタちぁ2M	Japan	0.22	0.33	0.51
1108	ぶるじら	Japan	0.21	0.35	0.56
1109	†siri†	Japan	0.21	0.45	0.95
1110	KhuRk	France	0.21	0.36	0.62
1111	かとんぼ	Japan	0.20	0.54	1.43
1112	EuclideanReport	Australia	0.20	0.23	0.27
1113	Missingno	USA	0.20	0.24	0.30
1114	DatBoi	United Kingdom	0.20	0.30	0.45
1115	SOU	Taiwan	0.20	0.30	0.47
1116	セコ厶™✆	Japan	0.20	0.62	1.96
1117	くろこげ	Japan	0.20	0.35	0.64
1118	BagelTheBagel	USA	0.19	0.29	0.43
1119	お茶漬け海苔	Japan	0.19	0.27	0.37
1120	Woomy	United Kingdom	0.19	0.27	0.37
1121	シノン	Japan	0.19	0.23	0.28
1122	うどん	Japan	0.19	0.58	1.78
1123	MariyoTree	USA	0.19	0.36	0.71
1124	えびてん	Japan	0.18	0.29	0.46
1125	alex1u	Taiwan	0.18	0.28	0.43
1126	Bbforky	USA	0.18	0.29	0.47
1127	おにおん	Japan	0.18	0.41	0.94
1128	ユウト	Japan	0.18	0.28	0.45
1129	いけいけ	Japan	0.18	0.58	1.92
1130	Boyfreda	USA	0.17	0.40	0.89
1131	charleslfnt	France	0.17	0.50	1.42
1132	Bup	Japan	0.17	0.30	0.54
1133	ETxTreme	United Kingdom	0.17	0.26	0.40
1134	いもるまる	Japan	0.17	0.31	0.58
1135	Funbun	USA	0.17	0.36	0.79
1136	NTKC	Japan	0.16	0.24	0.35
1137	ぽいふる	Japan	0.16	0.63	2.42
1138	りんけー	Japan	0.16	0.27	0.45
1139	neo801	Taiwan	0.15	0.23	0.35
1140	Civel	France	0.15	0.15	0.16
1141	チハ	Japan	0.15	0.62	2.63
1142	ヨクト(旧まめすけ)	Japan	0.14	0.40	1.13
1143	RUY	Japan	0.14	0.17	0.20
1144	君の名はカラ松@まおちゃん	Japan	0.14	0.17	0.19
1145	ArMM1998	Japan	0.14	0.42	1.23
1146	フェリスGame(魔法使い候補生	Japan	0.14	0.24	0.41
1147	Touakak	France	0.14	0.14	0.14
1148	Haxel	France	0.14	0.14	0.15
1149	和泉。	Japan	0.14	0.56	2.35
1150	なめくじ	Japan	0.13	0.23	0.39
1151	Nusu	USA	0.13	0.32	0.76
1152	popte	USA	0.13	0.20	0.31
1153	Megapig9001	USA	0.13	0.21	0.34
1154	たなな	Japan	0.13	0.17	0.22
1155	Toti	USA	0.12	0.17	0.23
1156	JasonBaby	Taiwan	0.12	0.19	0.30
1157	Silfrod	Switzerland	0.12	0.13	0.13
1158	nomade	France	0.12	0.13	0.14
1159	えすてい	Japan	0.12	0.25	0.52
1160	Loci	Japan	0.12	0.23	0.46
1161	Flintler	Japan	0.11	0.42	1.54
1162	Blueflowerinthewind	France	0.11	0.15	0.19
1163	Mythos	France	0.11	0.72	4.65
1164	DaMisanthrope	United Kingdom	0.11	0.18	0.31
1165	Silas	USA	0.11	0.15	0.21
1166	いぶきどうじ	Japan	0.10	0.27	0.72
1167	Gracidea	USA	0.10	0.16	0.24
1168	ローリング△ゆっきん	Japan	0.10	0.39	1.48
1169	Mfire	France	0.10	0.10	0.10
1170	光る騎士	Japan	0.10	0.14	0.21
1171	taniguhey	Japan	0.10	0.14	0.20
1172	はなごえ	Japan	0.09	0.27	0.79
1173	hecto	Japan	0.09	0.17	0.30
1174	HyperMarc	USA	0.09	0.20	0.45
1175	Blueflower	Japan	0.09	0.18	0.37
1176	鈴谷	Japan	0.09	0.42	2.02
1177	mxpph	France	0.09	0.14	0.21
1178	olyF	France	0.09	0.13	0.20
1179	CheagleBlue	France	0.09	0.30	1.08
1180	NoobsCanFight	France	0.08	0.18	0.37
1181	Crs	Taiwan	0.08	0.27	0.90
1182	んあんーーあんッツ	Japan	0.08	0.14	0.24
1183	Seki	Australia	0.08	0.10	0.13
1184	Konata	France	0.08	0.11	0.15
1185	DonYann	France	0.08	0.08	0.09
1186	pickle	USA	0.08	0.20	0.53
1187	Jepacor	France	0.08	0.08	0.09
1188	Zyul	France	0.08	0.20	0.52
1189	酸性くん	Japan	0.08	0.31	1.24
1190	老杯杯	Taiwan	0.07	0.13	0.22
1191	Loleau	France	0.07	0.08	0.09
1192	かたお	Japan	0.07	0.24	0.81
1193	Cheeseitup	USA	0.07	0.13	0.24
1194	たつきち	Japan	0.07	0.18	0.44
1195	Nether	USA	0.06	0.16	0.45
1196	きゆうり	Japan	0.05	0.21	0.91
1197	初心者☆ほたる☆アルメニア	Japan	0.05	0.11	0.25
1198	GoldenSilver	Japan	0.04	0.12	0.33
1199	Poyo13	France	0.04	0.12	0.34
1200	Zulu	France	0.04	0.07	0.10
1201	Bribrisan	France	0.04	0.04	0.05
1202	LeighKunn	USA	0.04	0.10	0.26
1203	Hadrien_Ink	France	0.03	0.22	1.55
1204	NeroFim	France	0.03	0.04	0.04
1205	gemi+	USA	0.03	0.08	0.19
1206	leotrouvtou	France	0.03	0.04	0.05
1207	LQ	Taiwan	0.03	0.19	1.22
1208	ケイkei	Japan	0.03	0.19	1.38
1209	illegal_logics	France	0.03	0.06	0.14
1210	HuGokuSan	France	0.03	0.09	0.29
1211	あいか	Japan	0.03	0.11	0.51
1212	Jojorion	France	0.02	0.03	0.03
1213	gits23	France	0.02	0.03	0.05
1214	ピカチュウ@野生	Japan	0.02	0.12	0.68
1215	Cooldown	France	0.02	0.04	0.09
1216	Miz	USA	0.02	0.09	0.49
1217	Hina	USA	0.01	0.06	0.23
1218	Strauberry	USA	0.01	0.08	0.52
1219	Chernobog	France	0.01	0.03	0.07
1220	Hakkerchief	France	0.01	0.05	0.21
1221	小KERO	Taiwan	0.01	0.04	0.15
1222	たまご	Japan	0.01	0.11	1.11
1223	WhiteSummer	France	0.01	0.02	0.06
1224	fatsaucisson	France	0.01	0.03	0.07
1225	RayZens	France	0.01	0.02	0.04
1226	Sirix	France	0.01	0.02	0.09
1227	Nazdane	France	0.00	0.01	0.03
